the 12244 6.7358738646553675
and 5566 3.0620609221391515
to 5073 2.7908435246158674
of 4952 2.7242769828302333
a 4015 2.208798886523301
in 2699 1.4848189775159126
we 2649 1.4573121420673039
is 2302 1.2664147040539575
it 2102 1.1563873622595215
on 1861 1.023804415397226
i 1548 0.851611625488934
with 1494 0.8219042432044363
but 1354 0.7448851039483312
for 1329 0.7311316862240267
was 1300 0.7151777216638334
have 1271 0.6992237571036403
as 1215 0.6684161014011982
that 1207 0.6640150077294208
at 1168 0.6425596760795058
this 1157 0.6365081722808118
be 1031 0.5671909469503171
are 993 0.5462857520093743
had 969 0.533082470994042
our 968 0.5325323342850699
very 923 0.5077761823813217
all 822 0.4522123747751316
from 815 0.4483614178123264
one 802 0.441209640595688
he 802 0.441209640595688
has 773 0.42525567603549486
which 722 0.3971987038779137
s 700 0.3850956962805257
been 685 0.376843645645943
by 661 0.3636403646306107
not 655 0.3603395443767776
they 637 0.35043708361527837
ice 636 0.34988694690630623
up 627 0.3449357165255566
day 623 0.3427351696896679
there 599 0.3295318886743356
wind 588 0.32348038487564157
his 576 0.3168787443679755
or 555 0.3053258734795597
were 547 0.3009247798077822
so 540 0.29707382284497696
an 530 0.29157245575525514
night 500 0.2750683544860898
good 495 0.2723176709412289
out 484 0.2662661671425349
some 440 0.24206015194775904
miles 422 0.23215769118625976
us 411 0.2261061873875658
more 399 0.21950454687989968
camp 396 0.21785413675298312
after 396 0.21785413675298312
no 387 0.2129029063722335
well 382 0.21015222282737261
ponies 375 0.20630126586456735
over 373 0.205200992446623
about 368 0.2024503089017621
time 366 0.20135003548381772
two 359 0.19749907852101245
snow 357 0.19639880510306812
when 357 0.19639880510306812
will 353 0.1941982582671794
only 348 0.1914475747223185
much 346 0.19034730130437413
now 343 0.18869689117745758
last 335 0.18429579750568018
their 331 0.18209525066979143
get 330 0.18154511396081927
them 328 0.1804448405428749
2 328 0.1804448405428749
little 321 0.17659388358006967
1 320 0.17604374687109747
party 318 0.17494347345315311
again 317 0.17439333674418092
could 316 0.17384320003520876
hut 312 0.17164265319932
if 311 0.17109251649034785
surface 306 0.16834183294548696
can 302 0.16614128610959825
such 301 0.16559114940062605
got 292 0.16063991901987645
morning 287 0.15788923547501554
evans 286 0.15733909876604338
these 278 0.15293800509426592
m 278 0.15293800509426592
first 275 0.1512875949673494
then 271 0.14908704813146068
than 269 0.14798677471351632
work 267 0.14688650129557196
made 259 0.14248540762379452
must 257 0.14138513420585017
found 256 0.14083499749687797
went 252 0.13863445066098926
would 244 0.13423335698921182
water 242 0.13313308357126746
through 237 0.13038240002640655
great 236 0.1298322633174344
off 236 0.1298322633174344
bowers 235 0.1292821266084622
sledge 234 0.12873198989949003
march 233 0.12818185319051784
my 233 0.12818185319051784
t 229 0.12598130635462912
sea 227 0.12488103293668477
light 226 0.12433089622771258
point 218 0.11992980255593515
dogs 212 0.11662898230210207
days 210 0.11552870888415771
should 206 0.11332816204826901
wilson 205 0.11277802533929682
weather 202 0.11112761521238027
him 198 0.10892706837649156
glacier 196 0.1078267949585472
south 195 0.10727665824957501
three 195 0.10727665824957501
into 195 0.10727665824957501
came 193 0.10617638483163067
see 192 0.10562624812265847
ship 191 0.10507611141368631
lunch 191 0.10507611141368631
afternoon 189 0.10397583799574195
temperature 187 0.10287556457779759
its 186 0.1023254278688254
before 185 0.10177529115985322
down 185 0.10177529115985322
under 183 0.10067501774190886
cape 181 0.0995747443239645
4 180 0.09902460761499234
most 179 0.09847447090602014
long 179 0.09847447090602014
go 177 0.0973741974880758
going 177 0.0973741974880758
way 176 0.0968240607791036
sky 176 0.0968240607791036
e 175 0.09627392407013143
bad 174 0.09572378736115925
think 174 0.09572378736115925
hours 173 0.09517365065218707
quite 172 0.09462351394321489
still 171 0.09407337723424271
3 170 0.09352324052527053
back 169 0.09297310381629835
cold 169 0.09297310381629835
hard 168 0.09242296710732617
feet 168 0.09242296710732617
yesterday 167 0.09187283039835399
pony 163 0.08967228356246527
30 163 0.08967228356246527
away 163 0.08967228356246527
w 161 0.08857201014452092
6 160 0.08802187343554874
hour 160 0.08802187343554874
p 159 0.08747173672657656
do 159 0.08747173672657656
without 158 0.08692160001760438
oates 158 0.08692160001760438
come 158 0.08692160001760438
another 157 0.0863714633086322
ski 154 0.08472105318171566
sun 154 0.08472105318171566
5 153 0.08417091647274348
r 152 0.0836207797637713
here 150 0.08252050634582694
heavy 149 0.08197036963685475
started 149 0.08197036963685475
10 148 0.08142023292788257
small 147 0.08087009621891039
left 147 0.08087009621891039
far 147 0.08087009621891039
better 147 0.08087009621891039
getting 147 0.08087009621891039
men 146 0.08031995950993823
every 146 0.08031995950993823
other 145 0.07976982280096605
8 144 0.07921968609199387
shall 143 0.07866954938302169
tent 142 0.0781194126740495
me 141 0.07756927596507732
may 141 0.07756927596507732
open 140 0.07701913925610514
food 140 0.07701913925610514
clear 139 0.07646900254713296
seems 139 0.07646900254713296
