the 4242 6.967576623632602
and 2469 4.055385828323643
of 2190 3.597122302158273
a 1319 2.1664859892907593
to 1292 2.1221379061134655
in 1175 1.929962879011859
i 621 1.020005913077757
is 564 0.9263821819256923
as 524 0.8606813179593312
on 513 0.8426135803685819
with 476 0.7818402811996977
are 439 0.7210669820308137
it 391 0.6422259452711804
or 382 0.6274432508787491
that 352 0.5781676029039782
for 309 0.5075391741401399
they 292 0.4796163069544364
like 286 0.46976117735948225
from 283 0.46483361256200517
at 274 0.4500509181695739
be 267 0.4385532669754607
all 263 0.43198318057882457
by 258 0.42377057258302947
their 251 0.4122729213889163
he 233 0.38270753260405377
this 230 0.37777996780657663
have 221 0.3629972734141454
one 218 0.3580697086166683
but 217 0.3564271870175093
was 212 0.3482145790217141
about 210 0.3449295358233961
them 209 0.343287014224237
so 208 0.341644492625078
we 204 0.3350744062284419
not 186 0.3055090174435794
its 186 0.3055090174435794
his 178 0.2923688446503071
s 163 0.2677310206629217
feet 163 0.2677310206629217
more 158 0.2595184126671266
had 154 0.25294832627049046
into 142 0.23323806708058212
these 137 0.22502545908478694
down 135 0.22174041588646892
which 134 0.2200978942873099
no 133 0.21845537268815085
when 131 0.2151703294898328
camp 130 0.21352780789067374
every 130 0.21352780789067374
my 129 0.21188528629151474
how 129 0.21188528629151474
some 127 0.20860024309319666
were 125 0.20531519989487862
over 124 0.2036726782957196
if 124 0.2036726782957196
day 116 0.19053250550244735
up 116 0.19053250550244735
here 115 0.18888998390328832
me 114 0.1872474623041293
than 113 0.18560494070497027
mountain 110 0.1806773759074932
out 108 0.17739233270917512
through 107 0.17574981111001609
mountains 107 0.17574981111001609
only 107 0.17574981111001609
_ 106 0.17410728951085705
now 106 0.17410728951085705
sheep 104 0.170822246312539
trees 104 0.170822246312539
would 103 0.16917972471338
long 103 0.16917972471338
been 102 0.16753720311422096
an 102 0.16753720311422096
way 102 0.16753720311422096
most 101 0.16589468151506193
though 100 0.1642521599159029
few 98 0.16096711671758482
there 95 0.15603955192010777
seems 95 0.15603955192010777
yosemite 94 0.15439703032094873
high 94 0.15439703032094873
while 94 0.15439703032094873
our 93 0.1527545087217897
has 92 0.15111198712263066
two 92 0.15111198712263066
many 92 0.15111198712263066
made 91 0.14946946552347162
pine 88 0.14454190072599454
well 87 0.14289937912683554
him 86 0.1412568575276765
where 85 0.13961433592851746
good 83 0.1363292927301994
little 81 0.13304424953188135
small 80 0.1314017279327223
above 78 0.12811668473440427
then 78 0.12811668473440427
fine 78 0.12811668473440427
yet 78 0.12811668473440427
tree 74 0.12154659833776814
back 73 0.1199040767386091
seen 73 0.1199040767386091
after 73 0.1199040767386091
lake 72 0.11826155513945007
rocks 70 0.11497651194113204
far 70 0.11497651194113204
may 69 0.113333990341973
other 68 0.11169146874281397
beauty 68 0.11169146874281397
sky 67 0.11004894714365494
flock 66 0.10840642554449591
snow 64 0.10512138234617785
near 63 0.10347886074701883
wild 63 0.10347886074701883
found 63 0.10347886074701883
time 62 0.1018363391478598
what 62 0.1018363391478598
thousand 62 0.1018363391478598
old 62 0.1018363391478598
leaves 62 0.1018363391478598
ground 62 0.1018363391478598
night 62 0.1018363391478598
very 61 0.10019381754870077
valley 61 0.10019381754870077
never 61 0.10019381754870077
water 61 0.10019381754870077
meadows 61 0.10019381754870077
seem 61 0.10019381754870077
great 60 0.09855129594954173
go 60 0.09855129594954173
can 60 0.09855129594954173
see 59 0.09690877435038271
make 59 0.09690877435038271
rock 58 0.09526625275122368
nature 58 0.09526625275122368
still 57 0.09362373115206465
white 57 0.09362373115206465
another 57 0.09362373115206465
bear 56 0.09198120955290562
species 56 0.09198120955290562
pines 56 0.09198120955290562
glorious 56 0.09198120955290562
making 56 0.09198120955290562
streams 55 0.0903386879537466
first 54 0.08869616635458756
any 54 0.08869616635458756
should 54 0.08869616635458756
north 53 0.08705364475542852
looking 53 0.08705364475542852
away 53 0.08705364475542852
without 53 0.08705364475542852
even 53 0.08705364475542852
three 52 0.0854111231562695
must 52 0.0854111231562695
cañon 51 0.08376860155711048
beautiful 51 0.08376860155711048
bears 51 0.08376860155711048
form 51 0.08376860155711048
woods 51 0.08376860155711048
sierra 50 0.08212607995795144
flowers 50 0.08212607995795144
fire 50 0.08212607995795144
much 49 0.08048355835879241
being 49 0.08048355835879241
half 49 0.08048355835879241
life 49 0.08048355835879241
ever 48 0.07884103675963339
clouds 48 0.07884103675963339
full 47 0.07719851516047437
plants 47 0.07719851516047437
seemed 47 0.07719851516047437
find 47 0.07719851516047437
miles 46 0.07555599356131533
could 46 0.07555599356131533
along 46 0.07555599356131533
air 45 0.0739134719621563
range 45 0.0739134719621563
last 45 0.0739134719621563
large 45 0.0739134719621563
head 45 0.0739134719621563
know 45 0.0739134719621563
new 44 0.07227095036299727
tuolumne 44 0.07227095036299727
stream 44 0.07227095036299727
creek 44 0.07227095036299727
meadow 44 0.07227095036299727
soon 44 0.07227095036299727
hundred 44 0.07227095036299727
nearly 44 0.07227095036299727
called 43 0.07062842876383825
don 43 0.07062842876383825
indian 43 0.07062842876383825
enough 43 0.07062842876383825
fall 42 0.06898590716467921
just 42 0.06898590716467921
